samp_2043_83178	gvpa_NZ_JXYX01000004.1:193487-193702	96.759	216	7	0	278	493	1	216	1.40e-102	361	30	gvpa_NZ_JXYX01000004.1:193487-193702 Microcystis aeruginosa NIES-88 scaffold4, whole genome shotgun sequence	725
samp_2043_83178	gvpa_NZ_JXYX01000004.1:192900-193115	96.296	216	8	0	278	493	1	216	6.53e-101	355	30	gvpa_NZ_JXYX01000004.1:192900-193115 Microcystis aeruginosa NIES-88 scaffold4, whole genome shotgun sequence	725
samp_2043_83178	gvpa_NZ_CP020114.1:991665-991880	84.651	215	33	0	279	493	2	216	1.16e-58	215	30	gvpa_NZ_CP020114.1:991665-991880 Nodularia spumigena UHCC 0039 chromosome, complete genome	725
samp_2043_83178	gvpa_NZ_CP020114.1:991322-991537	81.944	216	39	0	278	493	1	216	3.26e-49	183	30	gvpa_NZ_CP020114.1:991322-991537 Nodularia spumigena UHCC 0039 chromosome, complete genome	725
samp_2043_131245	gvpa_NZ_JXYX01000004.1:192900-193115	97.826	138	3	0	75	212	1	138	1.92e-66	239	65	gvpa_NZ_JXYX01000004.1:192900-193115 Microcystis aeruginosa NIES-88 scaffold4, whole genome shotgun sequence	212
samp_2043_131245	gvpa_NZ_JXYX01000004.1:193487-193702	96.377	138	5	0	75	212	1	138	4.16e-63	228	65	gvpa_NZ_JXYX01000004.1:193487-193702 Microcystis aeruginosa NIES-88 scaffold4, whole genome shotgun sequence	212
samp_2043_135767	gvpc_AJ577136_2614_3252_Microcystis_aeruginosa_PCC7806	96.714	639	21	0	1005	1643	1	639	0.0	1064	6	gvpc_AJ577136_2614_3252_Microcystis_aeruginosa_PCC7806	9956
samp_2043_135767	gvpc_AJ577136_2614_3252_Microcystis_aeruginosa_PCC7806	86.174	311	43	0	1306	1616	203	513	3.28e-94	337	6	gvpc_AJ577136_2614_3252_Microcystis_aeruginosa_PCC7806	9956
samp_2043_135767	gvpa_NZ_JXYX01000004.1:193487-193702	97.222	216	6	0	348	563	216	1	4.19e-103	366	2	gvpa_NZ_JXYX01000004.1:193487-193702 Microcystis aeruginosa NIES-88 scaffold4, whole genome shotgun sequence	9956
samp_2043_135767	gvpa_NZ_JXYX01000004.1:192900-193115	95.833	216	9	0	348	563	216	1	4.22e-98	350	2	gvpa_NZ_JXYX01000004.1:192900-193115 Microcystis aeruginosa NIES-88 scaffold4, whole genome shotgun sequence	9956
samp_2043_135767	gvpa_NZ_CP020114.1:991665-991880	84.651	215	33	0	348	562	216	2	1.61e-57	215	2	gvpa_NZ_CP020114.1:991665-991880 Nodularia spumigena UHCC 0039 chromosome, complete genome	9956
samp_2043_135767	gvpa_NZ_CP020114.1:991322-991537	81.481	216	40	0	348	563	216	1	2.11e-46	178	2	gvpa_NZ_CP020114.1:991322-991537 Nodularia spumigena UHCC 0039 chromosome, complete genome	9956
samp_2043_286913	gvpa_NZ_JXYX01000004.1:193487-193702	96.610	177	6	0	251	427	216	40	8.38e-83	294	41	gvpa_NZ_JXYX01000004.1:193487-193702 Microcystis aeruginosa NIES-88 scaffold4, whole genome shotgun sequence	427
samp_2043_286913	gvpa_NZ_JXYX01000004.1:192900-193115	94.915	177	9	0	251	427	216	40	8.44e-78	278	41	gvpa_NZ_JXYX01000004.1:192900-193115 Microcystis aeruginosa NIES-88 scaffold4, whole genome shotgun sequence	427
samp_2043_287079	gvpa_NZ_JXYX01000004.1:193487-193702	97.740	177	4	0	1	177	40	216	3.21e-86	305	50	gvpa_NZ_JXYX01000004.1:193487-193702 Microcystis aeruginosa NIES-88 scaffold4, whole genome shotgun sequence	354
samp_2043_287079	gvpa_NZ_JXYX01000004.1:192900-193115	94.915	177	9	0	1	177	40	216	6.99e-78	278	50	gvpa_NZ_JXYX01000004.1:192900-193115 Microcystis aeruginosa NIES-88 scaffold4, whole genome shotgun sequence	354
samp_2043_317707	gvpa_NZ_JXYX01000004.1:193487-193702	97.222	180	5	0	1	180	180	1	3.32e-86	305	49	gvpa_NZ_JXYX01000004.1:193487-193702 Microcystis aeruginosa NIES-88 scaffold4, whole genome shotgun sequence	366
samp_2043_317707	gvpa_NZ_JXYX01000004.1:192900-193115	95.000	180	9	0	1	180	180	1	1.56e-79	283	49	gvpa_NZ_JXYX01000004.1:192900-193115 Microcystis aeruginosa NIES-88 scaffold4, whole genome shotgun sequence	366
samp_2043_317846	gvpa_NZ_JXYX01000004.1:192900-193115	97.685	216	5	0	187	402	1	216	5.68e-106	372	34	gvpa_NZ_JXYX01000004.1:192900-193115 Microcystis aeruginosa NIES-88 scaffold4, whole genome shotgun sequence	637
samp_2043_317846	gvpa_NZ_JXYX01000004.1:193487-193702	96.759	216	7	0	187	402	1	216	1.23e-102	361	34	gvpa_NZ_JXYX01000004.1:193487-193702 Microcystis aeruginosa NIES-88 scaffold4, whole genome shotgun sequence	637
samp_2043_317846	gvpa_NZ_CP020114.1:991665-991880	84.651	215	33	0	188	402	2	216	1.01e-58	215	34	gvpa_NZ_CP020114.1:991665-991880 Nodularia spumigena UHCC 0039 chromosome, complete genome	637
samp_2043_317846	gvpa_NZ_CP020114.1:991322-991537	81.944	216	39	0	187	402	1	216	2.86e-49	183	34	gvpa_NZ_CP020114.1:991322-991537 Nodularia spumigena UHCC 0039 chromosome, complete genome	637
samp_2043_333392	gvpc_AJ577136_2614_3252_Microcystis_aeruginosa_PCC7806	90.619	501	46	1	910	1410	1	500	0.0	664	29	gvpc_AJ577136_2614_3252_Microcystis_aeruginosa_PCC7806	1860
samp_2043_333392	gvpc_AJ577136_2614_3252_Microcystis_aeruginosa_PCC7806	88.462	338	39	0	1112	1449	302	639	1.28e-116	409	29	gvpc_AJ577136_2614_3252_Microcystis_aeruginosa_PCC7806	1860
samp_2043_333392	gvpa_NZ_JXYX01000004.1:193487-193702	98.148	216	4	0	250	465	216	1	3.61e-107	377	12	gvpa_NZ_JXYX01000004.1:193487-193702 Microcystis aeruginosa NIES-88 scaffold4, whole genome shotgun sequence	1860
samp_2043_333392	gvpa_NZ_JXYX01000004.1:192900-193115	96.296	216	8	0	250	465	216	1	1.69e-100	355	12	gvpa_NZ_JXYX01000004.1:192900-193115 Microcystis aeruginosa NIES-88 scaffold4, whole genome shotgun sequence	1860
samp_2043_400825	gvpa_NZ_JXYX01000004.1:193487-193702	96.759	216	7	0	365	580	1	216	3.61e-102	361	12	gvpa_NZ_JXYX01000004.1:193487-193702 Microcystis aeruginosa NIES-88 scaffold4, whole genome shotgun sequence	1844
samp_2043_400825	gvpa_NZ_JXYX01000004.1:192900-193115	94.907	216	11	0	365	580	1	216	1.69e-95	339	12	gvpa_NZ_JXYX01000004.1:192900-193115 Microcystis aeruginosa NIES-88 scaffold4, whole genome shotgun sequence	1844
samp_2043_468137	gvpa_NZ_JACJTO010000039.1:21457-21672	99.074	216	2	0	169	384	1	216	9.19e-111	388	48	gvpa_NZ_JACJTO010000039.1:21457-21672 Aphanizomenon flos-aquae FACHB-1287 contig39, whole genome shotgun sequence	1032
samp_2043_468137	gvpa_NZ_JACJTO010000039.1:21457-21672	96.296	216	8	0	487	702	1	216	9.32e-101	355	48	gvpa_NZ_JACJTO010000039.1:21457-21672 Aphanizomenon flos-aquae FACHB-1287 contig39, whole genome shotgun sequence	1032
samp_2043_468137	gvpa_NZ_JACJTO010000039.1:21457-21672	98.507	67	1	0	1	67	150	216	1.33e-29	119	48	gvpa_NZ_JACJTO010000039.1:21457-21672 Aphanizomenon flos-aquae FACHB-1287 contig39, whole genome shotgun sequence	1032
samp_2043_468137	gvpa_NZ_JACJTO010000039.1:21140-21355	98.611	216	3	0	169	384	1	216	4.28e-109	383	48	gvpa_NZ_JACJTO010000039.1:21140-21355 Aphanizomenon flos-aquae FACHB-1287 contig39, whole genome shotgun sequence	1032
samp_2043_468137	gvpa_NZ_JACJTO010000039.1:21140-21355	96.759	216	7	0	487	702	1	216	2.00e-102	361	48	gvpa_NZ_JACJTO010000039.1:21140-21355 Aphanizomenon flos-aquae FACHB-1287 contig39, whole genome shotgun sequence	1032
